"","biddingZone_Domain.mRID","start_DateAndOrTime.date","start_DateAndOrTime.time","end_DateAndOrTime.date","end_DateAndOrTime.time","quantity_Measure_Unit.name","production_RegisteredResource.mRID","production_RegisteredResource.name","production_RegisteredResource.pSRType.powerSystemResources.mRID","production_RegisteredResource.pSRType.powerSystemResources.name","production_RegisteredResource.pSRType.powerSystemResources.nominalP","reas_c","quantity","reas_t","year","st.mon","st.d","end.mon","end.d","st.datetime","end.datetime","duration_days"
"977","10YDE-RWENET---I",2015-12-31,"23:00:00",2016-12-31,"23:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5GVGTHS","Weisweiler VGT - BI. H","200","B18","0","Other","2015","12","31","12","31",2015-12-31 23:00:00,2016-12-31 23:00:00,366
"978","10YDE-RWENET---I",2016-12-12,"07:15:00",2017-01-07,"23:00:00","MAW","11WD7BISC5GKW23O","KW Mainz-Wiesbaden","11WD7BISC5GKW3-T","KMW_KW3","450","B18","0",NA,"2016","12","12","01","07",2016-12-12 07:15:00,2017-01-07 23:00:00,26.65625
"979","10YDE-RWENET---I",2016-12-14,"14:00:00",2017-06-30,"18:00:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S--4-X","HERNE_4","460","B18","440",NA,"2016","12","14","06","30",2016-12-14 14:00:00,2017-06-30 18:00:00,198.125
"980","10YDE-RWENET---I",2017-08-25,"04:39:00",2017-09-02,"03:30:00","MAW","11WD7EMSL-G-KW-T","Emsland","11WD7EMSL-G-BLB0","Emsland B","475","B18","339",NA,"2017","08","25","09","02",2017-08-25 04:39:00,2017-09-02 03:30:00,7.95208333333333
"981","10YDE-RWENET---I",2017-08-31,"04:00:00",2017-09-19,"18:40:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","322","B18","214",NA,"2017","08","31","09","19",2017-08-31 04:00:00,2017-09-19 18:40:00,19.6111111111111
"982","10YDE-RWENET---I",2017-09-01,"00:15:00",2017-10-08,"10:16:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2017","09","01","10","08",2017-09-01 00:15:00,2017-10-08 10:16:00,37.4173611111111
"983","10YDE-RWENET---I",2017-09-01,"00:15:00",2017-10-22,"12:21:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","180","Other","2017","09","01","10","22",2017-09-01 00:15:00,2017-10-22 12:21:00,51.5041666666667
"984","10YDE-RWENET---I",2017-10-10,"03:20:00",2017-11-15,"04:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","322","B18","214",NA,"2017","10","10","11","15",2017-10-10 03:20:00,2017-11-15 04:00:00,36.0694444444444
"985","10YDE-RWENET---I",2017-10-12,"08:00:00",2017-12-14,"23:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","A95","340",NA,"2017","10","12","12","14",2017-10-12 08:00:00,2017-12-14 23:00:00,63.6666666666667
"986","10YDE-RWENET---I",2017-11-13,"12:00:00",2017-12-21,"14:00:00","MAW","11WD7NORF5G--KWG","Kraftwerk Lausward","11WD7NORF5GAGUDC","Block AGuD","100","B18","0",NA,"2017","11","13","12","21",2017-11-13 12:00:00,2017-12-21 14:00:00,38.0833333333333
"987","10YDE-RWENET---I",2017-12-07,"01:30:00",2017-12-31,"22:59:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2017","12","07","12","31",2017-12-07 01:30:00,2017-12-31 22:59:00,24.8951388888889
"988","10YDE-RWENET---I",2017-12-27,"15:45:00",2018-02-20,"08:14:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","40",NA,"2017","12","27","02","20",2017-12-27 15:45:00,2018-02-20 08:14:00,54.6868055555556
"989","10YDE-RWENET---I",2018-12-22,"13:34:00",2019-01-30,"23:00:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","A95","0",NA,"2018","12","22","01","30",2018-12-22 13:34:00,2019-01-30 23:00:00,39.3930555555556
"990","10YDE-RWENET---I",2018-12-31,"23:00:00",2019-05-07,"05:00:00","MAW","11WD7EMSL-G-KW-T","Emsland","11WD7EMSL-G-BLCZ","Emsland C","475","B18","324",NA,"2018","12","31","05","07",2018-12-31 23:00:00,2019-05-07 05:00:00,126.208333333333
"991","10YDE-RWENET---I",2015-01-04,"01:00:00",2015-01-04,"04:26:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","150","Other","2015","01","04","01","04",2015-01-04 01:00:00,2015-01-04 04:26:00,0.143055555555556
"992","10YDE-RWENET---I",2015-01-18,"03:00:00",2015-01-19,"03:30:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--E-O","Neurath E","606","B18","0",NA,"2015","01","18","01","19",2015-01-18 03:00:00,2015-01-19 03:30:00,1.02083333333333
"993","10YDE-RWENET---I",2015-01-31,"07:00:00",2015-01-31,"08:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","420",NA,"2015","01","31","01","31",2015-01-31 07:00:00,2015-01-31 08:00:00,0.0416666666666667
"994","10YDE-RWENET---I",2015-02-15,"01:00:00",2015-02-15,"10:30:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","565",NA,"2015","02","15","02","15",2015-02-15 01:00:00,2015-02-15 10:30:00,0.395833333333333
"995","10YDE-RWENET---I",2015-03-01,"17:54:00",2015-03-02,"08:58:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--C-U","Neurath C","294","B18","0",NA,"2015","03","01","03","02",2015-03-01 17:54:00,2015-03-02 08:58:00,0.627777777777778
"996","10YDE-RWENET---I",2015-03-17,"01:00:00",2015-03-17,"02:22:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","495",NA,"2015","03","17","03","17",2015-03-17 01:00:00,2015-03-17 02:22:00,0.0569444444444444
"997","10YDE-RWENET---I",2015-03-26,"00:15:00",2015-04-06,"11:45:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-HKVM","VOELKLINGEN_HKV","211","B18","166",NA,"2015","03","26","04","06",2015-03-26 00:15:00,2015-04-06 11:45:00,11.4375
"998","10YDE-RWENET---I",2015-04-08,"15:15:00",2015-04-19,"18:15:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","B18","0",NA,"2015","04","08","04","19",2015-04-08 15:15:00,2015-04-19 18:15:00,11.125
"999","10YDE-RWENET---I",2015-04-25,"14:20:00",2015-05-04,"16:56:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--E-B","Niederaußem E","302","B18","0",NA,"2015","04","25","05","04",2015-04-25 14:20:00,2015-05-04 16:56:00,9.10833333333333
"1000","10YDE-RWENET---I",2015-05-11,"07:30:00",2015-05-17,"10:00:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--2-H","GK-WEST_2","320","B18","160",NA,"2015","05","11","05","17",2015-05-11 07:30:00,2015-05-17 10:00:00,6.10416666666667
"1001","10YDE-RWENET---I",2015-05-31,"15:00:00",2015-06-01,"05:20:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","715",NA,"2015","05","31","06","01",2015-05-31 15:00:00,2015-06-01 05:20:00,0.597222222222222
"1002","10YDE-RWENET---I",2015-06-13,"06:15:00",2015-06-15,"05:07:00","MAW","11WD7VOER1S--KWG","Kraftwerk Voerde","11WD7VOER1S--A-1","Kraftwerk Voerde Block A","695","B18","0",NA,"2015","06","13","06","15",2015-06-13 06:15:00,2015-06-15 05:07:00,1.95277777777778
"1003","10YDE-RWENET---I",2015-06-29,"17:00:00",2015-06-30,"07:00:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--1-K","GK-WEST_1","320","B18","70",NA,"2015","06","29","06","30",2015-06-29 17:00:00,2015-06-30 07:00:00,0.583333333333333
"1004","10YDE-RWENET---I",2015-07-15,"05:30:00",2015-07-15,"09:35:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--G-J","Weisweiler G","663","B18","536",NA,"2015","07","15","07","15",2015-07-15 05:30:00,2015-07-15 09:35:00,0.170138888888889
"1005","10YDE-RWENET---I",2015-07-31,"06:03:00",2015-07-31,"16:10:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--H-9","Niederaußem H","639","B18","395",NA,"2015","07","31","07","31",2015-07-31 06:03:00,2015-07-31 16:10:00,0.421527777777778
"1006","10YDE-RWENET---I",2015-08-07,"12:30:00",2015-08-22,"09:00:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S-3--W","HERNE_3","280","B18","20",NA,"2015","08","07","08","22",2015-08-07 12:30:00,2015-08-22 09:00:00,14.8541666666667
"1007","10YDE-RWENET---I",2015-08-28,"20:45:00",2015-08-29,"00:00:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--1-K","GK-WEST_1","320","B18","0",NA,"2015","08","28","08","29",2015-08-28 20:45:00,2015-08-29 00:00:00,0.135416666666667
"1008","10YDE-RWENET---I",2015-09-13,"20:11:00",2015-09-13,"21:29:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","0",NA,"2015","09","13","09","13",2015-09-13 20:11:00,2015-09-13 21:29:00,0.0541666666666667
"1009","10YDE-RWENET---I",2015-09-28,"20:30:00",2015-09-28,"21:59:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS1S-K2-7","Gersteinwerk K2","614","B18","500",NA,"2015","09","28","09","28",2015-09-28 20:30:00,2015-09-28 21:59:00,0.0618055555555556
"1010","10YDE-RWENET---I",2015-10-10,"11:30:00",2015-10-15,"12:45:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","B18","0",NA,"2015","10","10","10","15",2015-10-10 11:30:00,2015-10-15 12:45:00,5.05208333333333
"1011","10YDE-RWENET---I",2015-10-23,"00:00:00",2015-11-10,"23:34:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--G-I","Neurath G","1060","B18","0",NA,"2015","10","23","11","10",2015-10-23 00:00:00,2015-11-10 23:34:00,19.0236111111111
"1012","10YDE-RWENET---I",2015-11-07,"19:00:00",2015-11-12,"04:14:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--F-8","Niederaußem F","307","B18","0",NA,"2015","11","07","11","12",2015-11-07 19:00:00,2015-11-12 04:14:00,4.38472222222222
"1013","10YDE-RWENET---I",2015-11-26,"08:15:00",2015-11-27,"15:45:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-HKVM","VOELKLINGEN_HKV","211","B18","181",NA,"2015","11","26","11","27",2015-11-26 08:15:00,2015-11-27 15:45:00,1.3125
"1014","10YDE-RWENET---I",2015-12-10,"14:00:00",2015-12-12,"12:10:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","695",NA,"2015","12","10","12","12",2015-12-10 14:00:00,2015-12-12 12:10:00,1.92361111111111
"1015","10YDE-RWENET---I",2015-12-16,"18:59:00",2015-12-30,"00:49:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","0","Other","2015","12","16","12","30",2015-12-16 18:59:00,2015-12-30 00:49:00,13.2430555555556
"1016","10YDE-RWENET---I",2015-12-31,"23:00:00",2016-09-19,"20:00:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS-G-BLF3","Gersteinwerk F","410","B20","55","External Factors","2015","12","31","09","19",2015-12-31 23:00:00,2016-09-19 20:00:00,262.833333333333
"1017","10YDE-RWENET---I",2015-12-31,"23:00:00",2016-12-31,"23:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5GVGTGU","Weisweiler VGT - BI. G","200","B18","0","Other","2015","12","31","12","31",2015-12-31 23:00:00,2016-12-31 23:00:00,366
"1018","10YDE-RWENET---I",2017-06-02,"17:07:00",2017-07-21,"14:19:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--F-L","Neurath F","1060","B18","0",NA,"2017","06","02","07","21",2017-06-02 17:07:00,2017-07-21 14:19:00,48.8833333333333
"1019","10YDE-RWENET---I",2017-07-17,"12:32:00",2017-08-15,"19:45:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","322","B18","214",NA,"2017","07","17","08","15",2017-07-17 12:32:00,2017-08-15 19:45:00,29.3006944444444
"1020","10YDE-RWENET---I",2017-07-20,"12:00:00",2017-08-24,"15:40:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","B18","160",NA,"2017","07","20","08","24",2017-07-20 12:00:00,2017-08-24 15:40:00,35.1527777777778
"1021","10YDE-RWENET---I",2017-08-31,"09:00:00",2017-09-23,"07:50:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S--4-X","HERNE_4","460","B18","290",NA,"2017","08","31","09","23",2017-08-31 09:00:00,2017-09-23 07:50:00,22.9513888888889
"1022","10YDE-RWENET---I",2017-11-09,"16:10:00",2017-11-18,"09:05:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","180","Other","2017","11","09","11","18",2017-11-09 16:10:00,2017-11-18 09:05:00,8.70486111111111
"1023","10YDE-RWENET---I",2017-12-02,"11:10:00",2017-12-28,"05:50:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","322","B18","214",NA,"2017","12","02","12","28",2017-12-02 11:10:00,2017-12-28 05:50:00,25.7777777777778
"1024","10YDE-RWENET---I",2017-12-07,"04:31:00",2017-12-31,"22:59:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","180","Other","2017","12","07","12","31",2017-12-07 04:31:00,2017-12-31 22:59:00,24.7694444444444
"1025","10YDE-RWENET---I",2018-02-16,"11:35:00",2018-03-01,"12:30:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2018","02","16","03","01",2018-02-16 11:35:00,2018-03-01 12:30:00,13.0381944444444
"1026","10YDE-RWENET---I",2018-02-26,"09:00:00",2018-03-29,"22:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","695",NA,"2018","02","26","03","29",2018-02-26 09:00:00,2018-03-29 22:00:00,31.5
"1027","10YDE-RWENET---I",2018-03-01,"15:45:00",2018-04-04,"01:17:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2018","03","01","04","04",2018-03-01 15:45:00,2018-04-04 01:17:00,33.3555555555556
"1028","10YDE-RWENET---I",2018-03-21,"06:30:00",2018-05-02,"07:50:00","MAW","11WD7KWKN----KW1","Knapsack 1","11WD7KWKN-KW-EEN","Knapsack 1","784","B18","648","Other","2018","03","21","05","02",2018-03-21 06:30:00,2018-05-02 07:50:00,42.0138888888889
"1029","10YDE-RWENET---I",2018-03-29,"22:00:00",2018-12-10,"13:11:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","685",NA,"2018","03","29","12","10",2018-03-29 22:00:00,2018-12-10 13:11:00,255.674305555556
"1030","10YDE-RWENET---I",2018-12-05,"15:10:00",2018-12-18,"02:55:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2018","12","05","12","18",2018-12-05 15:10:00,2018-12-18 02:55:00,12.4895833333333
"1031","10YDE-RWENET---I",2018-12-22,"21:15:00",2019-01-30,"23:00:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","A95","183",NA,"2018","12","22","01","30",2018-12-22 21:15:00,2019-01-30 23:00:00,39.0729166666667
"1032","10YDE-RWENET---I",2019-05-29,"10:15:00",2019-12-31,"23:00:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","A95","183",NA,"2019","05","29","12","31",2019-05-29 10:15:00,2019-12-31 23:00:00,216.572916666667
"1033","10YDE-RWENET---I",2015-01-04,"15:00:00",2015-01-04,"19:08:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","322","B18","152",NA,"2015","01","04","01","04",2015-01-04 15:00:00,2015-01-04 19:08:00,0.172222222222222
"1034","10YDE-RWENET---I",2015-01-18,"23:24:00",2015-01-20,"03:52:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","322","B18","0",NA,"2015","01","18","01","20",2015-01-18 23:24:00,2015-01-20 03:52:00,1.18611111111111
"1035","10YDE-RWENET---I",2015-01-31,"09:45:00",2015-02-04,"05:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","20",NA,"2015","01","31","02","04",2015-01-31 09:45:00,2015-02-04 05:00:00,3.80208333333333
"1036","10YDE-RWENET---I",2015-02-15,"03:21:00",2015-02-15,"04:03:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--G-C","Niederaußem G","629","B18","358",NA,"2015","02","15","02","15",2015-02-15 03:21:00,2015-02-15 04:03:00,0.0291666666666667
"1037","10YDE-RWENET---I",2015-03-02,"02:47:00",2015-03-03,"21:28:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","0",NA,"2015","03","02","03","03",2015-03-02 02:47:00,2015-03-03 21:28:00,1.77847222222222
"1039","10YDE-RWENET---I",2015-03-29,"01:24:00",2015-04-08,"16:28:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","0",NA,"2015","03","29","04","08",2015-03-29 01:24:00,2015-04-08 16:28:00,10.5861111111111
"1040","10YDE-RWENET---I",2015-04-12,"08:28:00",2015-04-21,"06:53:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--C-H","Niederaußem C","296","B18","0",NA,"2015","04","12","04","21",2015-04-12 08:28:00,2015-04-21 06:53:00,8.93402777777778
"1041","10YDE-RWENET---I",2015-04-29,"11:45:00",2015-05-02,"21:00:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","B18","0",NA,"2015","04","29","05","02",2015-04-29 11:45:00,2015-05-02 21:00:00,3.38541666666667
"1042","10YDE-RWENET---I",2015-05-13,"10:45:00",2015-05-17,"17:00:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","B18","0",NA,"2015","05","13","05","17",2015-05-13 10:45:00,2015-05-17 17:00:00,4.26041666666667
"1043","10YDE-RWENET---I",2015-06-15,"04:00:00",2015-06-15,"06:30:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S-3--W","HERNE_3","280","B18","0",NA,"2015","06","15","06","15",2015-06-15 04:00:00,2015-06-15 06:30:00,0.104166666666667
"1044","10YDE-RWENET---I",2015-06-30,"05:30:00",2015-06-30,"06:00:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--1-K","GK-WEST_1","320","B18","250",NA,"2015","06","30","06","30",2015-06-30 05:30:00,2015-06-30 06:00:00,0.0208333333333333
"1045","10YDE-RWENET---I",2015-07-15,"06:30:00",2015-07-15,"07:30:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--G-C","Niederaußem G","629","B18","418",NA,"2015","07","15","07","15",2015-07-15 06:30:00,2015-07-15 07:30:00,0.0416666666666667
"1047","10YDE-RWENET---I",2015-08-12,"05:45:00",2015-08-16,"13:00:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","B18","0",NA,"2015","08","12","08","16",2015-08-12 05:45:00,2015-08-16 13:00:00,4.30208333333333
"1049","10YDE-RWENET---I",2015-09-29,"15:15:00",2015-09-29,"16:00:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","B18","0",NA,"2015","09","29","09","29",2015-09-29 15:15:00,2015-09-29 16:00:00,0.03125
"1050","10YDE-RWENET---I",2015-10-10,"19:10:00",2015-10-17,"17:55:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR2B--A-T","Neurath A","294","B18","149",NA,"2015","10","10","10","17",2015-10-10 19:10:00,2015-10-17 17:55:00,6.94791666666667
"1051","10YDE-RWENET---I",2015-10-26,"00:28:00",2015-10-28,"07:02:00","MAW","11WD7FRIM2B-KW-M","Frimmersdorf","11WD7FRIM2B--P-G","Frimmersdorf P","289","B18","0",NA,"2015","10","26","10","28",2015-10-26 00:28:00,2015-10-28 07:02:00,2.27361111111111
"1052","10YDE-RWENET---I",2015-11-11,"18:00:00",2015-11-12,"06:45:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE2S--7-2","LUENEN_7","324","B18","0",NA,"2015","11","11","11","12",2015-11-11 18:00:00,2015-11-12 06:45:00,0.53125
"1053","10YDE-RWENET---I",2015-11-26,"23:22:00",2015-11-27,"00:23:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--C-U","Neurath C","294","B18","0",NA,"2015","11","26","11","27",2015-11-26 23:22:00,2015-11-27 00:23:00,0.0423611111111111
"1054","10YDE-RWENET---I",2015-12-20,"13:45:00",2016-01-03,"15:30:00","MAW","11WD7WEIH2S--KWV","Weiher","11WD7WEIH2S--C-A","WEIHER_C","656","B18","0.4",NA,"2015","12","20","01","03",2015-12-20 13:45:00,2016-01-03 15:30:00,14.0729166666667
"1055","10YDE-RWENET---I",2015-12-31,"23:00:00",2016-09-20,"02:00:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS-G-BLG1","Gersteinwerk G","402","B18","55",NA,"2015","12","31","09","20",2015-12-31 23:00:00,2016-09-20 02:00:00,263.083333333333
"1056","10YDE-RWENET---I",2016-09-20,"04:00:00",2016-12-31,"23:00:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS-G-BLIY","Gersteinwerk I","410","B20","55","External Factors","2016","09","20","12","31",2016-09-20 04:00:00,2016-12-31 23:00:00,102.833333333333
"1057","10YDE-RWENET---I",2017-01-16,"01:53:00",2017-01-20,"18:40:00","MAW","11WD7FRIM2B-KW-M","Frimmersdorf","11WD7FRIM2B--Q-D","Frimmersdorf Q","291","B18","0",NA,"2017","01","16","01","20",2017-01-16 01:53:00,2017-01-20 18:40:00,4.69930555555556
"1058","10YDE-RWENET---I",2017-02-02,"19:24:00",2017-02-06,"03:15:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--C-H","Niederaußem C","296","B18","155",NA,"2017","02","02","02","06",2017-02-02 19:24:00,2017-02-06 03:15:00,3.32708333333333
"1059","10YDE-RWENET---I",2017-02-03,"21:00:00",2017-03-31,"22:00:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--1-K","GK-WEST_1","320","A95","0",NA,"2017","02","03","03","31",2017-02-03 21:00:00,2017-03-31 22:00:00,56
"1060","10YDE-RWENET---I",2017-03-30,"08:00:00",2017-06-30,"22:00:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S-3--W","HERNE_3","280","A95","0",NA,"2017","03","30","06","30",2017-03-30 08:00:00,2017-06-30 22:00:00,92.5833333333333
"1061","10YDE-RWENET---I",2017-06-21,"18:10:00",2017-07-22,"12:00:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","B18","5",NA,"2017","06","21","07","22",2017-06-21 18:10:00,2017-07-22 12:00:00,30.7430555555556
"1062","10YDE-RWENET---I",2017-07-19,"18:00:00",2017-08-07,"15:25:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2017","07","19","08","07",2017-07-19 18:00:00,2017-08-07 15:25:00,18.8923611111111
"1063","10YDE-RWENET---I",2017-08-09,"20:14:00",2017-08-25,"08:45:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2017","08","09","08","25",2017-08-09 20:14:00,2017-08-25 08:45:00,15.5215277777778
"1064","10YDE-RWENET---I",2017-09-12,"08:10:00",2017-10-03,"16:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","A95","340",NA,"2017","09","12","10","03",2017-09-12 08:10:00,2017-10-03 16:00:00,21.3263888888889
"1065","10YDE-RWENET---I",2017-10-26,"20:23:00",2017-11-07,"23:01:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","180","Other","2017","10","26","11","07",2017-10-26 20:23:00,2017-11-07 23:01:00,12.1513888888889
"1066","10YDE-RWENET---I",2017-11-09,"16:10:00",2017-11-18,"09:05:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2017","11","09","11","18",2017-11-09 16:10:00,2017-11-18 09:05:00,8.70486111111111
"1067","10YDE-RWENET---I",2017-11-18,"20:39:00",2017-12-03,"20:40:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","180","Other","2017","11","18","12","03",2017-11-18 20:39:00,2017-12-03 20:40:00,15.0006944444444
"1068","10YDE-RWENET---I",2018-03-01,"15:45:00",2018-04-04,"01:17:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","180","Other","2018","03","01","04","04",2018-03-01 15:45:00,2018-04-04 01:17:00,33.3555555555556
