UID;company;Strasse;PLZ;city;UstId;Website;EIC_Typ;EIC_Code;EIC_Display_Name;EIC_Long_Name;EIC_Function;International
663943;"""ROMONTA GmbH""";Chausseestrasse 1;06317;Seegebiet Mansfelder Land;;;W;11WD8SEMA5L----B;R-BDE-A;Romonta Amsdorf;Generation;nein
663943;"""ROMONTA GmbH""";Chausseestrasse 1;06317;Seegebiet Mansfelder Land;;;W;11WD8SEMA5L--T7G;BDE-TS7;Braukohledampferzeuger Turbosatz 7;Generation;nein
663943;"""ROMONTA GmbH""";Chausseestrasse 1;06317;Seegebiet Mansfelder Land;;;W;11WD8SEMA5L--T8E;BDE-TS8;Braukohledampferzeuger Turbosatz 8;Generation;nein
663943;"""ROMONTA GmbH""";Chausseestrasse 1;06317;Seegebiet Mansfelder Land;;;W;11WD8SEMA5L--T9C;BDE-TS9;Braukohledampferzeuger Turbosatz 9;Generation;nein
662063;"""Stadtwerke Gronau GmbH""";Laubstiege 19;48599;Gronau;DE123770553;http://www.stadtwerke-gronau.de;X;11XSWGRONAU-H-VK;SWG;;Balance Group;ja
662063;"""Stadtwerke Gronau GmbH""";Laubstiege 19;48599;Gronau;DE123770553;http://www.stadtwerke-gronau.de;X;11XDIF-SWGRONAUT;SWG-DIF;;Balance Group;nein
662063;"""Stadtwerke Gronau GmbH""";Laubstiege 19;48599;Gronau;DE123770553;http://www.stadtwerke-gronau.de;X;11XEEG-SWGRONAUG;SWG-EEG;;Balance Group;nein
662063;"""Stadtwerke Gronau GmbH""";Laubstiege 19;48599;Gronau;DE123770553;http://www.stadtwerke-gronau.de;X;11XVER-SWGRONAU7;SWG-VER;;Balance Group;nein
662063;"""Stadtwerke Gronau GmbH""";Laubstiege 19;48599;Gronau;DE123770553;http://www.stadtwerke-gronau.de;X;11XEEG-SWOCHTRUA;SWOCHTRUP;;Balance Group;nein
662063;"""Stadtwerke Gronau GmbH""";Laubstiege 19;48599;Gronau;DE123770553;http://www.stadtwerke-gronau.de;X;11X0-0000-0339-T;SWGRONAU-PRIV;SW Gronau Vertrieb B2B;Balance Group;nein
662083;"""Stadtwerke Heide GmbH""";Hinrich-Schmidt-Straße 16;25746;Heide;DE194909824;http://www.stadtwerke-heide.de;X;11XVER-SWHEI---3;SWHEIDE-VER;;Balance Group;nein
662083;"""Stadtwerke Heide GmbH""";Hinrich-Schmidt-Straße 16;25746;Heide;DE194909824;http://www.stadtwerke-heide.de;X;11XDIF-SWHEI---P;SWHEIDE-DIF;;Balance Group;nein
662083;"""Stadtwerke Heide GmbH""";Hinrich-Schmidt-Straße 16;25746;Heide;DE194909824;http://www.stadtwerke-heide.de;X;11XDEL-SWHEI---7;SWHEIDE-DEL;;Balance Group;nein
662083;"""Stadtwerke Heide GmbH""";Hinrich-Schmidt-Straße 16;25746;Heide;DE194909824;http://www.stadtwerke-heide.de;X;11X0-0000-0250-G;11XEEG---SWHEIDE;11XEEG---SWHEIDE;Balance Group;nein
662119;"""Stadtwerke Kempen GmbH""";Heinrich-Horten-Straße 50;47906;Kempen;DE157198507;www.stadtwerke-kempen.de;X;11XEEGSWKEMPEN0U;SW-KEMPEM;;Balance Group;nein
662231;"""Stadtwerke Prenzlau GmbH""";Freyschmidtstraße 20;17291;Prenzlau;DE159045232;http://www.stadtwerke-prenzlau.de;X;11XSWPRENZLAU-V5;SWPRENZLAU;;Balance Responsible Party;ja
662231;"""Stadtwerke Prenzlau GmbH""";Freyschmidtstraße 20;17291;Prenzlau;DE159045232;http://www.stadtwerke-prenzlau.de;X;11XVER07584SWP-2;SWPZ-NETZ-VER;;Balance Group;nein
662231;"""Stadtwerke Prenzlau GmbH""";Freyschmidtstraße 20;17291;Prenzlau;DE159045232;http://www.stadtwerke-prenzlau.de;X;11XEEG07584SWP-B;SWPZ-NETZ-EEG;;Balance Group;nein
663529;1&1 Energy GmbH;Elgendorfer Straße 57;56410;Montabaur;DE304439118;;X;11X-1UND1------Y;1UND1;;Balance Responsible Party;ja
660116;365 AG;Im Mediapark 8;50670;Köln;DE212755674;;X;11XALMADOENERGYG;ALMADO;365 AG;Balance Responsible Party;ja
660118;50Hertz Offshore GmbH;Heidestraße 2;10557;Berlin;;http://www.50hertz-offshore.net;X;11XHZO-LV-----1B;50HZO;;Balance Responsible Party;ja
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0001-P;CGS_BTB;CGS 50Hertz-DK2 HVDC BTB;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0000000000015;L-D8-D8-444;380-kV-line Heinersdorf - Neuenhagen 444;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0000000000023;L-D8-D8-548-1;380-kV-line Preilack - Heinersdorf - Eisenhüttenstadt 548;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0002-M;L-D8-D8-281;220-kV-line Wikinger - Lubmin 281;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0003-J;T-D8-D8-LUB405;Lubmin 380/220-kV Tr. 405;Transformer;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0004-G;T-D8-D8-LUB406;Lubmin 380/220-kV Tr. 406;Transformer;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0010-O;L-D8-D8-518-1;380-kV-line Altentreptow/Süd - Malchow 518;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0007-7;L-D8-D8-476;380-kV-line Lubmin - Altentreptow/Süd;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0008-4;L-D8-D8-477;380-kV-line Altentreptow/Nord - Altentreptow/Süd 477;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0009-1;L-D8-D8-479-1;380-kV-line Altentreptow/Süd - Gransee 479;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0015-9;T-D8-D8-LUB404;Lubmin 380/220-kV Tr. 404;Transformer;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0011-L;T-D8-D8-ROE441;Röhrsdorf 380/380-kV Tr. 441;Transformer;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0012-I;T-D8-D8-ROE442;Röhrsdorf 380/380-kV Tr. 442;Transformer;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0013-F;T-D8-D8-VIE441;Vierraden 380/380-kV Tr. 441;Transformer;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0014-C;T-D8-D8-VIE443;Vierraden 380/380-kV Tr. 443;Transformer;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11T0-0000-0023-B;L-D8-D8-282;220-kV-line Wikinger - Lubmin 282;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L151------U;L-D8-D8-151;150-kV-line Bentwisch - Baltic 1 OWP 151;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L152------M;L-D8-D8-152;150-kV-line Bentwisch - Baltic 1 OWP 152;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L153------E;L-D8-D8-153;150-kV-line Baltic 1 OWP - Baltic 2 OWP 153;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L154------6;L-D8-D8-154;150-kV-line Baltic 1 OWP - Baltic 2 OWP 154;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L203------C;L-D8-D8-203;220-kV-line Eula - Röhrsdorf 203;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L205------X;L-D8-D8-205;220-kV-line Eula - Taucha 205;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L206------P;L-D8-D8-206;220-kV-line Eula - Taucha 206;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L207------H;L-D8-D8-207;220-kV-line Röhrsdorf - Weida 207;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L208------9;L-D8-D8-208;220-kV-line Eula - Weida 208;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L211------J;L-D8-D8-211;220-kV-line Röhrsdorf - Crossen 211;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L212------B;L-D8-D8-212;220-kV-line Röhrsdorf - Crossen 212;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L225------F;L-D8-D8-225;220-kV-line Röhrsdorf - Niederwiesa 225;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L226------7;L-D8-D8-226;220-kV-line Röhrsdorf - Niederwiesa 226;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L231------1;L-D8-D8-231;220-kV-line Weida - Herlasgrün 231;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L232------U;L-D8-D8-232;220-kV-line Weida - Herlasgrün 232;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L275------7;L-D8-D8-275;220-kV-line Bentwisch - Güstrow 275;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L291------L;L-D8-D8-291;220-kV-line Wuhlheide - Thyrow 291;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L293------5;L-D8-D8-293;220-kV-line Neuenhagen - Hennigsdorf 293;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L294------Y;L-D8-D8-294;220-kV-line Neuenhagen - Wustermark 294;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L295-294--C;L-D8-D8-295-294;220-kV-line Hennigsdorf - Wustermark 295-294;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L295------Q;L-D8-D8-295;220-kV-line Hennigsdorf - Wustermark 295;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L301------I;L-D8-D8-301;220-kV-line Marzahn - Wuhlheide 301;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L302------A;L-D8-D8-302;220-kV-line Marzahn - Thyrow - Wuhlheide 302;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L303------2;L-D8-D8-303;220-kV-line Neuenhagen - Bertikow 303;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L304-508--S;L-D8-D8-304-508;220-kV-line Neuenhagen - Vierraden 304-508;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L304------V;L-D8-D8-304;220-kV-line Neuenhagen - Vierraden 304;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L305------N;L-D8-D8-305;220-kV-line Bertikow - Pasewalk 305;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L306------F;L-D8-D8-306;220-kV-line Vierraden - Pasewalk 306;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L313------U;L-D8-D8-313;220-kV-line Lubmin - Lüdershagen 313;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L314------M;L-D8-D8-314;220-kV-line Lubmin - Lüdershagen 314;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L315------E;L-D8-D8-315;220-kV-line Pasewalk - Güstrow 315;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L316------6;L-D8-D8-316;220-kV-line Pasewalk - Güstrow - Iven 316;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L317-276--N;L-D8-D8-317-276;220-kV-line Lüdershagen - Güstrow 317-276;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L318------R;L-D8-D8-318;220-kV-line Lüdershagen - Bentwisch 318;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L319------J;L-D8-D8-319;220-kV-line Wustermark - Brandenburg/West 319;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L324------D;L-D8-D8-324;220-kV-line Wustermark - Brandenburg/West 324;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L328------I;L-D8-D8-328;220-kV-line Parchim/Süd - Güstrow 328;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L331-321--I;L-D8-D8-331-321;220-kV-line Wolmirstedt - Güstrow 331-321;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L332-322--6;L-D8-D8-332-322;220-kV-line Wolmirstedt - Parchim/Süd 332-322;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L345------O;L-D8-D8-345;220-kV-line Magdeburg - Wolmirstedt 345;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L346------G;L-D8-D8-346;220-kV-line Magdeburg - Wolmirstedt 346;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L357-----0Y;L-D8-D8-357;220-kV-line Eula - Wolkramshausen 357;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L358------S;L-D8-D8-358;220-kV-line Eula - Wolkramshausen 358;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L367------R;L-D8-D8-367;220-kV-line Vieselbach - Wolkramshausen 367;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L368------J;L-D8-D8-368;220-kV-line Vieselbach - Wolkramshausen 368;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L383------4;L-D8-D8-383;220-kV-line PHS Hohenwarte 2 - Remptendorf 383;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L384------X;L-D8-D8-384;220-kV-line PHS Hohenwarte 2 - Remptendorf 384;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L415------4;L-D8-D8-415;380-kV-line Vieselbach - Remptendorf - Großschwabhausen 415;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L416------X;L-D8-D8-416;380-kV-line Vieselbach - Remptendorf 416;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L419------9;L-D8-D8-419;380-kV-line Krümmel - Görries 419;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L420------Z;L-D8-D8-420;380-kV-line Krümmel - Wessin 420;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L423------B;L-D8-D8-423;380-kV-line Görries - Güstrow 423;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L424------3;L-D8-D8-424;380-kV-line Wessin - Güstrow  424;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L431------I;L-D8-D8-431;380-kV-line TPP Schkopau - Lauchstädt 431;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L432------A;L-D8-D8-432;380-kV-line TPP Schkopau - Lauchstädt 432;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L437------7;L-D8-D8-437;380-kV-line Förderstedt - Wolmirstedt 437;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L438-----0Y;L-D8-D8-438;380-kV-line Wolmirstedt - Förderstedt 438;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L454------D;L-D8-D8-454;380-kV-line Eisenach - Vieselbach 454;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L461------S;L-D8-D8-461;380-kV-line Goldistahl - Altenfeld 461;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L462------K;L-D8-D8-462;380-kV-line PHS Goldisthal - Altenfeld 462;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L463------C;L-D8-D8-463;380-kV-line Altenfeld - Remptendorf 463;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L464------4;L-D8-D8-464;380-kV-line Altenfeld - Remptendorf 464;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L467------H;L-D8-D8-467;380-kV-line Vieselbach - Altenfeld 467;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L468------9;L-D8-D8-468;380-kV-line Vieselbach - Altenfeld 468;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L471------J;L-D8-D8-471;380-kV-line Lauchstädt - Vieselbach 471;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L472------B;L-D8-D8-472;380-kV-line Lauchstädt - Vieselbach 472;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L475------O;L-D8-D8-475;380-kV-line Lubmin - Altentreptow/Nord 475;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L479------T;L-D8-D8-479;380-kV-line Altentreptow/Nord - Gransee 479;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L489------K;L-D8-D8-489;380-kV-line Stendal/West - Wolmirstedt 489;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L490------9;L-D8-D8-490;380-kV-line Stendal/West - Wolmirstedt 490;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L493------M;L-D8-D8-493;380-kV-line Wolmirstedt - Teufelsbruch 493;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L494------E;L-D8-D8-494;380-kV-line Wolmirstedt - Wustermark 494;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L494H----0Y;L-D8-D8-494h;220-kV-line Wolmirstedt - Wustermark 494h;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L495------6;L-D8-D8-495;380-kV-line Neuenhagen - Marzahn 495;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L496------Z;L-D8-D8-496;380-kV-line Neuenhagen - Marzahn 496;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L498------J;L-D8-D8-498;380-kV-line Wustermark - Teufelsbruch 498;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L499------B;L-D8-D8-499;380-kV-line Jessen/Nord - Lauchstädt 499 ;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L500------6;L-D8-D8-500;380-kV-line Jessen/Nord - Marke 500;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L501-561--U;L-D8-D8-501-561;380-kV-line Ragow - Streumen 501-561;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L502-----1N;L-D8-D8-502-1;380-kV-line Ragow - Jessen/Nord 502;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L502------R;L-D8-D8-502;380-kV-line Ragow - Marke 502;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L503-----1F;L-D8-D8-503-1;380-kV-line Schönewalde - Jessen/Nord 503;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L503------J;L-D8-D8-503;380-kV-line Schönewalde - Lauchstädt 503;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L504------B;L-D8-D8-504;380-kV-line Marke - Lauchstädt 504;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L507-306--4;L-D8-D8-507-306;220-kV-line Vierraden - Pasewalk 507-306;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L509------8;L-D8-D8-509;380-kV-line Lubmin - Siedenbrünzow 509;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L510------Y;L-D8-D8-510;380-kV-line Lubmin - Siedenbrünzow 510;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L512-----1E;L-D8-D8-512-1;380-kV-line Siedenbrünzow - Güstrow 512;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L512------I;L-D8-D8-512;380-kV-line Lubmin - Güstrow 512;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L513-----16;L-D8-D8-513-1;380-kV-line Siedenbrünzow - Putlitz/Süd 513;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L513------A;L-D8-D8-513;380-kV-line Siedenbrünzow - Stendal/West 513;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L514-----1Z;L-D8-D8-514-1;380-kV-line Güstrow - Putlitz/Süd 514;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L514------2;L-D8-D8-514;380-kV-line Güstrow - Perleberg - Putlitz 514;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L514-513--E;L-D8-D8-514-513;380-kV-line Perleberg - Stendal/West - Putlitz 514-513;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L515------V;L-D8-D8-515;380-kV-line Putlitz/Süd - Stendal/West 515;Internal Line;nein
660119;50Hertz Transmission GmbH;Heidestraße 2;10557;Berlin;DE813473551;http://www.50hertz.com;T;11TD8L516------N;L-D8-D8-516;380-kV-line Perleberg - Stendal/West 516;Internal Line;nein
